Player,Age,Pos,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Michael McDonald,28,C,CHH,1,0.0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,9.0,0.0,9.0,0.0,0.0,0.0,18.0,9.0,0.0,-22.1,,,,30.5,0.0,15.1,0.0,0.0,0.0,100.0,23.1,-0.1,0.0,-0.1,-0.638,-26.2,-6.2,-32.4,0.0
Tracy McGrady*,18,SF,TOR,64,17.0,1179,5.5,12.2,0.45,0.4,1.3,0.341,5.0,10.9,0.462,2.4,3.4,0.7120000000000001,3.2,5.0,8.2,3.0,1.5,1.9,2.0,2.6,13.8,17.4,0.505,0.10300000000000001,0.27899999999999997,9.6,16.2,12.8,14.0,2.2,3.6,12.9,19.1,1.3,0.7,2.0,0.081,1.3,-0.7,0.6,0.8
Ron Mercer,21,SG,BOS,80,62.0,2662,7.0,15.5,0.45,0.0,0.4,0.107,6.9,15.1,0.45799999999999996,2.5,3.0,0.8390000000000001,1.5,2.3,3.8,2.4,1.7,0.2,1.8,2.9,16.5,14.1,0.491,0.024,0.196,4.4,8.3,6.2,11.6,2.4,0.5,9.6,22.3,2.2,1.9,4.0,0.073,-0.7,-0.7,-1.4,0.4
Marko Milič,20,SF,PHO,33,0.0,163,8.6,14.1,0.609,0.7,1.3,0.5,8.0,12.8,0.621,2.4,3.8,0.647,2.2,3.3,5.5,2.7,2.2,0.0,4.6,3.8,20.3,18.4,0.644,0.094,0.266,7.3,10.5,9.0,13.5,3.2,0.0,22.7,25.7,0.1,0.2,0.3,0.102,-0.4,-0.1,-0.5,0.1
Jeff Nordgaard,24,PF,MIL,13,0.0,48,3.7,13.5,0.278,0.0,0.0,,3.7,13.5,0.278,6.0,6.8,0.889,3.0,7.5,10.5,2.3,1.5,0.0,2.3,5.2,13.5,11.6,0.41,0.0,0.5,10.1,25.7,17.8,10.0,2.2,0.0,12.0,23.7,0.0,0.1,0.0,0.043,-3.2,-0.5,-3.7,0.0
Charles O'Bannon,22,SG,DET,30,0.0,234,4.0,10.6,0.377,0.0,0.5,0.0,4.0,10.2,0.39399999999999996,1.8,2.3,0.8,2.2,2.9,5.1,2.6,1.4,0.2,1.4,2.3,9.8,10.5,0.423,0.043,0.217,7.1,9.7,8.4,12.0,2.1,0.3,10.6,16.8,0.0,0.2,0.2,0.048,-2.2,0.1,-2.1,0.0
Anthony Parker,22,SG,PHI,37,0.0,196,4.6,11.6,0.397,1.7,5.1,0.321,2.9,6.4,0.457,2.4,3.7,0.65,1.5,3.3,4.8,3.5,2.0,0.6,2.0,3.1,13.2,14.0,0.501,0.444,0.317,4.7,10.6,7.6,16.4,3.0,1.1,13.3,19.0,0.2,0.2,0.4,0.08800000000000001,0.0,1.0,1.0,0.1
Scot Pollard,22,C,DET,33,0.0,317,4.0,7.9,0.5,0.0,0.0,,4.0,7.9,0.5,2.2,2.6,0.826,3.9,4.5,8.4,1.0,0.9,1.1,1.4,5.5,10.1,13.3,0.555,0.0,0.32899999999999996,12.7,15.1,13.9,4.7,1.4,2.4,13.0,13.5,0.5,0.4,0.9,0.141,-1.5,-0.4,-2.0,0.0
Mark Pope,25,SF,IND,28,0.0,193,2.6,7.6,0.341,0.2,0.6,0.33299999999999996,2.4,7.1,0.342,1.9,3.2,0.588,1.7,3.2,4.8,1.3,0.6,1.1,1.9,6.7,7.3,3.4,0.402,0.073,0.415,5.9,10.1,8.1,5.5,0.8,2.2,17.1,14.4,-0.2,0.2,0.0,-0.003,-7.2,-0.5,-7.7,-0.3
Rodrick Rhodes,24,SF,HOU,58,13.0,1070,3.8,10.3,0.36700000000000005,0.1,0.3,0.25,3.7,10.0,0.37,3.7,6.1,0.617,0.9,1.4,2.4,3.7,2.1,0.3,3.3,4.2,11.3,7.7,0.439,0.026000000000000002,0.59,3.1,4.6,3.9,16.1,3.1,0.7,20.2,20.4,-1.5,0.6,-0.9,-0.04,-5.1,-0.4,-5.5,-0.9
Shea Seals,22,SG,LAL,4,0.0,9,4.0,32.0,0.125,0.0,12.0,0.0,4.0,20.0,0.2,8.0,16.0,0.5,12.0,4.0,16.0,0.0,4.0,0.0,0.0,4.0,16.0,4.9,0.205,0.375,0.5,38.7,12.3,25.1,0.0,5.7,0.0,0.0,47.8,-0.1,0.0,-0.1,-0.27,-10.2,-7.2,-17.5,0.0
God Shammgod,21,PG,WAS,20,0.0,146,4.7,14.3,0.32799999999999996,0.0,0.5,0.0,4.7,13.8,0.33899999999999997,5.7,7.4,0.767,0.5,1.2,1.7,8.9,1.7,0.2,5.2,6.7,15.0,9.2,0.428,0.034,0.517,1.5,4.0,2.7,38.1,2.5,0.5,22.8,28.1,-0.3,0.1,-0.1,-0.049,-4.5,-1.8,-6.2,-0.2
Kebu Stewart,24,PF,PHI,15,0.0,110,3.9,8.5,0.462,0.0,0.0,,3.9,8.5,0.462,5.2,8.2,0.64,2.9,7.2,10.1,0.7,1.6,0.7,2.6,4.3,13.1,14.0,0.541,0.0,0.9620000000000001,9.3,23.2,16.2,3.0,2.4,1.3,17.8,18.4,0.1,0.2,0.2,0.098,-1.6,0.1,-1.4,0.0
Michael Stewart,22,C,SAC,81,37.0,1761,3.2,6.6,0.48,0.0,0.0,,3.2,6.6,0.48,1.3,2.9,0.45799999999999996,4.0,6.9,11.0,1.2,0.6,4.0,1.7,5.1,7.7,12.9,0.486,0.0,0.44,12.2,21.9,16.9,5.2,0.9,7.5,18.1,11.9,0.4,2.6,3.0,0.081,-3.3,1.9,-1.4,0.3
Ed Stokes,26,C,TOR,4,0.0,17,2.1,6.4,0.33299999999999996,0.0,0.0,,2.1,6.4,0.33299999999999996,2.1,4.2,0.5,2.1,6.4,8.5,2.1,2.1,4.2,4.2,8.5,6.4,6.4,0.387,0.0,0.667,6.3,20.6,13.2,8.6,3.0,8.1,34.0,15.2,-0.1,0.0,0.0,-0.077,-9.8,2.2,-7.6,0.0
Johnny Taylor,23,SF,ORL,12,0.0,108,4.3,12.3,0.35100000000000003,0.3,0.7,0.5,4.0,11.7,0.34299999999999997,3.7,5.3,0.688,1.3,3.0,4.3,0.3,1.0,0.7,2.7,7.3,12.7,4.4,0.431,0.054000000000000006,0.43200000000000005,4.3,10.0,7.1,1.6,1.5,1.3,15.4,22.1,-0.2,0.1,-0.1,-0.032,-8.0,-1.6,-9.6,-0.2
Maurice Taylor,21,PF,LAC,71,3.0,1513,7.6,16.1,0.47600000000000003,0.0,0.0,0.0,7.6,16.0,0.47600000000000003,4.1,5.8,0.7090000000000001,2.8,4.2,7.0,1.3,0.8,1.0,2.5,5.3,19.4,16.1,0.521,0.001,0.361,8.8,13.5,11.1,6.6,1.2,1.8,12.0,26.1,1.5,0.3,1.8,0.057,-1.5,-2.4,-3.8,-0.7
Tim Thomas,20,SF,PHI,77,48.0,1779,6.2,13.8,0.447,1.3,3.5,0.363,4.9,10.4,0.47600000000000003,3.5,4.7,0.74,2.2,3.7,5.8,1.8,1.1,0.3,2.4,3.7,17.1,14.9,0.5379999999999999,0.25,0.33799999999999997,6.9,11.8,9.3,9.3,1.6,0.7,13.1,22.8,2.1,1.3,3.4,0.091,0.7,-1.2,-0.5,0.7
Keith Van Horn,22,PF,NJN,62,62.0,2325,6.9,16.2,0.426,1.1,3.5,0.308,5.8,12.7,0.45799999999999996,4.0,4.7,0.846,2.2,4.1,6.3,1.6,1.0,0.4,2.5,3.3,18.9,15.7,0.516,0.214,0.29100000000000004,6.6,14.1,10.1,7.9,1.5,0.8,12.2,25.2,3.2,1.6,4.8,0.098,0.7,-1.6,-0.8,0.7
Jacque Vaughn,22,PG,UTA,45,0.0,419,3.8,10.5,0.361,0.3,0.7,0.375,3.5,9.8,0.36,4.1,5.8,0.706,0.3,2.9,3.3,7.2,0.8,0.1,4.8,5.4,11.9,6.9,0.457,0.066,0.557,1.3,9.5,5.6,30.8,1.2,0.2,26.9,23.0,-0.6,0.2,-0.4,-0.048,-5.1,-2.4,-7.6,-0.6
Eric Washington,23,SG,DEN,66,36.0,1539,4.7,11.6,0.40399999999999997,1.0,3.2,0.321,3.7,8.4,0.435,1.5,1.9,0.7829999999999999,1.1,1.9,3.0,1.8,1.2,0.6,1.7,3.3,12.0,9.6,0.478,0.275,0.16699999999999998,3.5,6.3,4.9,9.3,1.8,1.2,11.9,17.9,-0.1,-0.2,-0.3,-0.008,-2.3,-1.7,-4.1,-0.8
Bubba Wells,23,SG,DAL,39,2.0,395,4.4,10.6,0.414,0.1,0.5,0.16699999999999998,4.3,10.0,0.42700000000000005,2.8,3.9,0.721,2.0,4.2,6.2,3.1,1.4,0.4,2.8,3.6,11.7,11.1,0.474,0.052000000000000005,0.371,6.1,13.2,9.6,14.3,2.0,0.7,18.7,19.2,-0.2,0.3,0.1,0.013000000000000001,-3.1,-0.5,-3.5,-0.2
DeJuan Wheat,24,PG,MIN,34,0.0,150,4.8,12.0,0.4,1.9,4.1,0.47100000000000003,2.9,7.9,0.364,2.2,3.6,0.6,0.7,1.9,2.6,6.0,1.4,0.2,2.2,2.9,13.7,13.5,0.504,0.34,0.3,2.3,6.0,4.2,25.3,2.1,0.5,13.7,19.4,0.2,0.1,0.2,0.07200000000000001,0.9,-0.9,0.0,0.1
Brandon Williams,22,SG,GSW,9,2.0,140,4.1,12.9,0.32,0.8,2.3,0.33299999999999996,3.3,10.5,0.317,0.5,1.0,0.5,1.0,2.8,3.9,0.8,1.5,0.8,2.3,4.6,9.5,2.9,0.35700000000000004,0.18,0.08,3.0,8.6,5.7,3.6,2.2,1.5,14.8,18.9,-0.4,0.1,-0.3,-0.08900000000000001,-8.1,-0.9,-9.1,-0.3
Travis Williams,28,SF,CHH,39,0.0,365,5.5,11.7,0.47100000000000003,0.0,0.1,0.0,5.5,11.6,0.475,2.4,4.5,0.522,5.2,3.8,9.1,2.0,1.8,0.5,3.0,5.4,13.4,13.7,0.488,0.008,0.387,17.7,12.8,15.2,9.2,2.6,1.0,17.7,21.4,0.1,0.4,0.5,0.065,-2.3,-0.9,-3.2,-0.1
Chauncey Billups,21,PG,TOT,80,70.0,2216,4.5,12.2,0.374,1.7,5.3,0.32899999999999996,2.8,6.9,0.408,3.7,4.3,0.85,1.0,2.1,3.1,5.1,1.7,0.1,2.8,2.8,14.5,13.6,0.516,0.434,0.355,3.0,7.1,5.0,22.6,2.5,0.1,16.7,20.4,2.1,0.9,3.0,0.065,0.2,-1.4,-1.2,0.5
William Cunningham,23,C,TOT,7,2.0,39,3.7,8.3,0.444,0.0,0.0,,3.7,8.3,0.444,0.0,0.0,,3.7,5.5,9.2,0.9,1.8,0.0,0.0,9.2,7.4,9.3,0.444,0.0,0.0,13.6,14.5,15.3,3.9,2.8,0.0,0.0,10.7,0.1,0.1,0.1,0.131,-3.5,0.4,-3.1,0.0
Kevin Ollie,25,PG,TOT,35,0.0,430,3.1,8.2,0.37799999999999995,0.0,0.1,0.0,3.1,8.1,0.381,4.1,5.9,0.7,0.8,2.5,3.3,5.4,1.1,0.0,3.7,2.6,10.3,8.9,0.47700000000000004,0.01,0.7140000000000001,2.3,8.2,5.2,24.3,1.6,0.0,25.5,18.4,-0.4,0.2,-0.1,-0.013999999999999999,-3.8,-0.6,-4.4,-0.3
Charles Smith,22,SG,TOT,34,0.0,292,6.0,15.4,0.392,1.8,5.8,0.319,4.2,9.6,0.436,0.7,1.4,0.545,1.6,1.7,3.3,2.6,1.5,0.7,3.3,3.0,14.7,9.8,0.45799999999999996,0.376,0.08800000000000001,5.2,5.5,5.3,12.6,2.2,1.4,17.2,24.0,-0.4,0.0,-0.3,-0.057,-2.6,-2.5,-5.1,-0.2
John Thomas,22,PF,TOT,54,2.0,535,3.7,7.6,0.48700000000000004,0.0,0.0,,3.7,7.6,0.48700000000000004,2.8,3.6,0.759,3.2,3.9,7.1,1.1,1.5,0.8,3.1,6.5,10.2,9.1,0.552,0.0,0.478,9.7,13.5,11.5,4.9,2.1,1.7,25.2,14.8,0.0,0.4,0.4,0.034,-4.7,-0.5,-5.2,-0.4
Alvin Williams,23,SG,TOT,54,13.0,1071,4.2,9.5,0.44299999999999995,0.3,0.9,0.321,3.9,8.5,0.457,2.2,3.0,0.722,0.8,1.9,2.7,3.5,1.3,0.1,1.9,2.7,10.9,10.3,0.504,0.099,0.319,2.6,6.0,4.4,15.7,1.9,0.2,15.3,16.0,0.5,0.8,1.3,0.059000000000000004,-2.6,0.0,-2.6,-0.2
Peter Aluma,25,C,SAC,2,0.0,5,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,0.0,,7.2,7.2,14.4,0.0,7.2,7.2,14.4,28.8,14.4,3.1,0.5,0.0,0.0,21.2,21.0,21.1,0.0,10.0,12.7,50.0,34.1,0.0,0.0,0.0,-0.20600000000000002,-26.4,6.6,-19.8,0.0
Toby Bailey,23,SG,PHO,27,10.0,249,4.9,12.4,0.395,0.1,0.7,0.2,4.8,11.7,0.40700000000000003,1.3,1.9,0.6920000000000001,3.5,4.3,7.8,1.9,1.3,0.3,1.6,3.5,11.3,11.3,0.425,0.057999999999999996,0.151,11.0,14.3,12.6,8.6,1.9,0.6,10.7,19.0,0.0,0.2,0.2,0.040999999999999995,-2.6,-1.6,-4.2,-0.1
Corey Benjamin,20,PG,CHI,31,1.0,320,5.0,13.2,0.376,0.3,1.6,0.214,4.6,11.6,0.39799999999999996,3.0,4.5,0.675,1.7,2.8,4.5,1.1,1.2,0.9,2.4,5.2,13.3,8.3,0.43799999999999994,0.12,0.342,5.3,9.7,7.4,6.3,1.9,1.9,13.5,22.9,-0.4,0.3,-0.2,-0.023,-5.1,-0.9,-6.0,-0.3
Mike Bibby,20,PG,VAN,50,50.0,1758,5.3,12.4,0.43,0.3,1.5,0.203,5.0,10.9,0.461,2.6,3.5,0.7509999999999999,0.6,2.2,2.8,6.7,1.6,0.1,3.0,2.5,13.6,14.8,0.48700000000000004,0.122,0.27899999999999997,2.0,7.2,4.6,35.1,2.4,0.2,17.7,21.5,1.1,0.2,1.3,0.035,-0.2,-1.6,-1.8,0.1
Gerald Brown,23,SG,PHO,33,0.0,236,5.0,13.6,0.371,0.5,1.5,0.3,4.6,12.1,0.38,1.7,2.1,0.7859999999999999,0.8,2.6,3.4,4.7,0.8,0.2,3.4,3.2,12.2,7.3,0.42,0.11199999999999999,0.157,2.4,8.5,5.4,21.7,1.1,0.3,18.8,22.9,-0.4,0.1,-0.3,-0.06,-4.4,-2.4,-6.7,-0.3
Cory Carr,23,SG,CHI,42,7.0,624,4.1,12.5,0.32899999999999996,0.3,1.7,0.16699999999999998,3.8,10.7,0.355,1.4,1.8,0.75,0.5,2.4,2.8,3.8,1.2,0.4,2.7,3.8,9.9,5.1,0.37200000000000005,0.139,0.14800000000000002,1.4,8.2,4.6,20.2,1.8,0.9,16.7,20.8,-1.6,0.4,-1.2,-0.08900000000000001,-6.7,-1.5,-8.2,-1.0
Vince Carter,22,SF,TOR,50,49.0,1760,7.1,15.7,0.45,0.4,1.4,0.28800000000000003,6.7,14.3,0.466,4.2,5.5,0.7609999999999999,1.9,3.9,5.8,3.0,1.1,1.6,2.3,2.9,18.7,19.6,0.516,0.086,0.35,6.1,12.6,9.3,17.2,1.7,3.3,11.1,25.6,3.6,1.4,5.0,0.136,3.1,-0.4,2.8,2.1
Keon Clark,23,C,DEN,28,0.0,409,3.2,7.0,0.45,0.0,0.1,0.0,3.2,7.0,0.456,1.8,3.3,0.568,3.2,5.3,8.4,0.9,0.9,2.7,1.8,4.6,8.2,11.3,0.483,0.013000000000000001,0.46299999999999997,9.9,17.5,13.6,4.0,1.3,5.4,17.9,13.0,0.1,0.2,0.2,0.028999999999999998,-3.0,0.0,-3.0,-0.1
Kornél Dávid,27,SF,CHI,50,6.0,902,4.4,9.7,0.449,0.0,0.0,0.0,4.4,9.7,0.45,3.6,4.4,0.8109999999999999,2.8,4.1,6.9,1.6,0.9,0.7,1.9,3.5,12.3,13.6,0.528,0.004,0.457,8.8,14.2,11.3,8.6,1.4,1.4,14.1,17.7,1.0,0.7,1.7,0.09,-1.5,-0.9,-2.4,-0.1
Ricky Davis,19,SG,CHH,46,1.0,557,5.2,12.9,0.405,0.1,0.8,0.16699999999999998,5.1,12.2,0.42,2.9,3.8,0.763,2.6,2.8,5.4,3.7,1.9,0.5,3.5,3.0,13.5,12.9,0.462,0.06,0.295,8.9,8.9,8.9,19.2,2.9,0.9,19.3,23.8,-0.4,0.5,0.2,0.015,-1.6,-0.5,-2.1,0.0
Michael Dickerson,23,SG,HOU,50,50.0,1558,5.0,10.7,0.465,1.6,3.8,0.433,3.3,6.9,0.483,1.1,1.7,0.639,0.6,1.3,1.9,2.2,0.6,0.3,1.5,2.1,12.6,11.5,0.5539999999999999,0.355,0.156,2.1,4.0,3.1,10.4,0.9,0.5,11.8,16.9,2.0,0.2,2.2,0.069,-0.4,-1.7,-2.1,0.0
Michael Doleac,21,C,ORL,49,0.0,780,5.8,12.3,0.46799999999999997,0.0,0.0,,5.8,12.3,0.46799999999999997,2.5,3.7,0.675,3.0,3.8,6.8,0.9,0.9,0.8,1.2,5.4,14.0,13.7,0.503,0.0,0.3,9.7,12.4,11.0,4.8,1.3,1.6,7.9,19.1,1.2,1.1,2.2,0.138,-2.2,-0.1,-2.3,0.0
Bryce Drew,24,PG,HOU,34,0.0,441,3.8,10.5,0.364,1.3,4.0,0.327,2.5,6.5,0.38799999999999996,0.7,0.7,1.0,0.2,2.4,2.6,4.2,1.0,0.3,2.5,5.0,9.6,6.6,0.445,0.38,0.062,0.9,7.2,4.2,19.0,1.5,0.6,19.0,17.4,-0.3,0.2,-0.1,-0.006999999999999999,-4.6,-0.9,-5.5,-0.4
Marlon Garnett,23,PG,BOS,24,0.0,205,2.6,9.0,0.294,1.1,4.0,0.261,1.6,4.9,0.321,2.6,3.5,0.75,0.5,3.2,3.7,3.2,0.9,0.2,2.1,3.2,9.0,6.5,0.426,0.451,0.392,1.6,10.2,5.8,13.0,1.3,0.4,16.7,15.6,-0.1,0.1,0.0,0.002,-4.0,-0.9,-4.9,-0.2
Pat Garrity,22,PF,PHO,39,9.0,538,5.7,11.4,0.5,0.5,1.2,0.389,5.2,10.2,0.513,2.7,3.7,0.7140000000000001,1.7,3.3,5.0,1.2,0.5,0.2,1.3,4.1,14.5,13.0,0.557,0.106,0.32899999999999996,5.5,10.8,8.1,5.7,0.8,0.4,9.3,18.4,0.9,0.2,1.1,0.10099999999999999,-1.1,-1.9,-3.0,-0.1
Matt Harpring,22,SF,ORL,50,22.0,1114,4.8,10.3,0.46299999999999997,0.3,0.8,0.4,4.5,9.5,0.46799999999999997,3.3,4.6,0.713,2.8,4.1,6.9,1.5,1.0,0.2,2.4,3.6,13.2,13.0,0.5329999999999999,0.078,0.447,9.0,13.4,11.2,7.1,1.5,0.4,16.0,18.6,1.2,1.5,2.6,0.113,-1.5,-0.3,-1.7,0.1
Al Harrington,18,PF,IND,21,0.0,160,4.1,12.6,0.321,0.0,1.1,0.0,4.1,11.5,0.353,2.0,3.4,0.6,4.5,4.3,8.8,1.1,0.9,0.5,2.5,5.9,10.1,6.4,0.359,0.08900000000000001,0.268,15.1,13.8,14.5,5.2,1.4,0.9,14.9,22.0,-0.3,0.1,-0.2,-0.049,-6.2,-2.8,-9.0,-0.3
J.R. Henderson,22,SF,VAN,30,0.0,331,3.8,10.4,0.365,0.2,0.5,0.4,3.6,9.9,0.363,2.7,4.9,0.556,2.2,2.9,5.1,2.4,1.0,0.4,2.0,3.2,10.5,9.0,0.419,0.052000000000000005,0.469,7.0,9.8,8.4,11.7,1.5,0.9,13.5,18.6,-0.2,0.0,-0.2,-0.025,-2.9,-1.9,-4.8,-0.2
Larry Hughes,20,PG,PHI,50,1.0,988,6.2,15.1,0.41100000000000003,0.3,1.9,0.154,5.9,13.2,0.44799999999999995,3.9,5.5,0.7090000000000001,3.0,3.9,6.9,2.8,1.6,0.5,2.5,3.5,16.6,16.7,0.474,0.126,0.365,9.6,12.7,11.1,15.3,2.4,1.1,12.4,25.2,0.9,1.5,2.4,0.11699999999999999,1.3,0.2,1.5,0.9
Randell Jackson,23,PF,WAS,27,8.0,271,6.1,14.3,0.426,0.1,0.9,0.14300000000000002,6.0,13.4,0.446,2.8,4.3,0.6559999999999999,4.0,3.2,7.2,1.1,0.4,1.5,3.5,3.9,15.1,11.6,0.467,0.065,0.29600000000000004,12.6,10.6,11.6,5.2,0.6,3.1,17.6,25.2,-0.2,0.1,-0.1,-0.013999999999999999,-3.2,-2.4,-5.6,-0.2
Sam Jacobson,23,PG,LAL,2,0.0,12,9.0,15.0,0.6,0.0,3.0,0.0,9.0,12.0,0.75,6.0,6.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,3.0,6.0,24.0,20.6,0.68,0.2,0.4,0.0,28.6,14.6,0.0,0.0,0.0,14.5,25.8,0.0,0.0,0.0,0.185,-4.0,-0.2,-4.2,0.0
Jerome James,23,C,SAC,16,0.0,42,7.7,20.6,0.375,0.0,0.0,,7.7,20.6,0.375,5.1,10.3,0.5,5.1,9.4,14.6,0.9,1.7,5.1,7.7,9.4,20.6,11.5,0.41,0.0,0.5,15.1,27.5,21.3,4.2,2.4,9.1,23.5,38.9,-0.2,0.1,-0.1,-0.13699999999999998,-11.4,0.5,-10.9,-0.1
Antawn Jamison,22,SF,GSW,47,24.0,1058,6.1,13.4,0.452,0.1,0.3,0.3,6.0,13.1,0.456,3.1,5.2,0.588,4.5,5.8,10.2,1.2,1.3,0.5,2.3,3.5,15.3,16.6,0.48700000000000004,0.025,0.38799999999999996,12.9,17.6,15.2,5.9,1.9,1.1,12.8,22.2,0.9,1.4,2.3,0.105,0.4,-0.4,0.0,0.5
Charles Jones,23,SG,CHI,29,5.0,476,2.9,9.3,0.317,1.4,4.6,0.311,1.5,4.7,0.32299999999999995,0.8,1.7,0.5,0.7,2.5,3.2,3.1,1.4,0.4,2.2,2.3,8.2,6.5,0.40700000000000003,0.496,0.179,2.1,8.6,5.2,15.5,2.1,0.8,17.9,16.0,-0.7,0.3,-0.4,-0.037000000000000005,-4.4,-0.9,-5.3,-0.4
Jonathan Kerner,24,C,ORL,1,0.0,5,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,-15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,-0.177,-19.6,-2.4,-22.1,0.0
Gerard King,26,SF,SAS,19,0.0,63,3.4,8.0,0.429,0.0,0.0,,3.4,8.0,0.429,6.3,10.3,0.611,3.4,4.6,8.0,2.3,1.1,0.6,2.3,6.9,13.1,13.6,0.525,0.0,1.286,11.4,13.5,12.5,10.2,1.7,1.1,15.4,19.1,0.1,0.1,0.2,0.166,-2.9,1.0,-1.9,0.0
Raef LaFrentz,22,C,DEN,12,12.0,387,5.5,12.0,0.457,1.1,2.9,0.387,4.4,9.1,0.48,3.3,4.5,0.75,3.1,5.4,8.5,0.7,0.8,1.6,0.8,3.5,15.4,18.9,0.5529999999999999,0.24,0.37200000000000005,9.5,17.9,13.6,3.8,1.2,3.1,5.7,18.6,1.1,0.1,1.2,0.14400000000000002,2.9,-1.5,1.4,0.3
Rashard Lewis,19,SF,SEA,20,7.0,145,4.7,12.9,0.365,0.2,1.5,0.16699999999999998,4.5,11.4,0.391,2.0,3.5,0.5710000000000001,3.2,3.0,6.2,1.0,2.0,0.2,5.0,4.7,11.7,4.5,0.40399999999999997,0.115,0.26899999999999996,10.2,9.7,9.9,4.6,3.0,0.5,25.6,24.4,-0.5,0.1,-0.4,-0.136,-7.5,-2.0,-9.5,-0.3
Felipe López,24,SG,VAN,47,32.0,1218,5.0,11.2,0.446,0.4,1.3,0.273,4.6,9.9,0.469,2.6,4.0,0.644,2.0,2.9,4.9,1.8,1.4,0.4,2.4,3.8,12.9,11.8,0.498,0.11599999999999999,0.35600000000000004,6.6,9.5,8.0,9.5,2.2,0.9,15.8,19.6,0.3,0.2,0.5,0.021,-2.2,-1.1,-3.3,-0.4
Tyronn Lue,21,PG,LAL,15,0.0,188,5.4,12.4,0.431,1.3,3.1,0.43799999999999994,4.0,9.4,0.429,2.3,4.0,0.5710000000000001,0.4,0.8,1.1,4.8,1.0,0.0,2.1,5.4,14.4,11.2,0.505,0.24600000000000002,0.32299999999999995,1.3,2.4,1.9,21.6,1.4,0.0,12.9,20.4,0.2,0.0,0.2,0.062,-1.3,-2.3,-3.6,-0.1
Sean Marks,23,PF,TOR,8,0.0,28,6.4,10.3,0.625,0.0,0.0,,6.4,10.3,0.625,1.3,2.6,0.5,0.0,1.3,1.3,0.0,1.3,0.0,3.9,3.9,14.1,7.8,0.619,0.0,0.25,0.0,4.2,2.1,0.0,1.9,0.0,25.3,19.2,0.0,0.0,0.0,-0.036000000000000004,-4.8,-2.7,-7.5,0.0
Kelly McCarty,23,SG,DEN,2,0.0,4,18.0,27.0,0.667,0.0,0.0,,18.0,27.0,0.667,0.0,0.0,,18.0,9.0,27.0,0.0,0.0,0.0,18.0,0.0,36.0,31.7,0.667,0.0,0.0,56.0,29.9,43.3,0.0,0.0,0.0,40.0,56.6,0.0,0.0,0.0,-0.23800000000000002,2.3,-9.9,-7.6,0.0
Jelani McCoy,21,C,SEA,26,0.0,331,6.1,8.3,0.737,0.0,0.0,,6.1,8.3,0.737,2.3,4.6,0.5,2.9,5.7,8.6,0.4,1.2,2.2,1.1,4.6,14.5,21.1,0.7040000000000001,0.0,0.5529999999999999,9.3,18.3,13.8,2.2,1.8,4.5,9.6,14.3,1.1,0.3,1.4,0.201,2.0,0.5,2.5,0.4
Roshown McLeod,23,SF,ATL,34,0.0,348,6.4,16.9,0.38,0.1,1.0,0.1,6.3,15.8,0.39899999999999997,3.8,4.7,0.8220000000000001,1.2,3.9,5.2,1.4,0.2,0.1,2.4,2.5,16.8,11.3,0.44299999999999995,0.061,0.276,4.1,12.7,8.4,8.8,0.3,0.2,11.2,27.8,-0.1,0.4,0.3,0.035,-2.8,-2.0,-4.8,-0.2
Brad Miller,22,C,CHH,38,0.0,469,6.0,10.6,0.565,0.1,0.2,0.5,5.9,10.4,0.5660000000000001,6.2,7.8,0.794,2.7,6.3,9.0,1.7,0.7,1.4,2.5,5.0,18.3,21.2,0.6509999999999999,0.013999999999999999,0.7390000000000001,9.2,19.8,14.7,9.0,1.0,2.8,14.9,21.7,1.6,0.5,2.1,0.22,1.6,0.0,1.6,0.4
Cuttino Mobley,23,PG,HOU,49,37.0,1456,4.3,10.0,0.425,1.3,3.7,0.358,2.9,6.4,0.46299999999999997,2.2,2.7,0.818,0.5,2.2,2.7,3.0,1.1,0.6,2.0,2.4,12.0,12.2,0.537,0.365,0.272,1.9,6.7,4.5,13.7,1.6,1.1,14.8,17.2,1.6,0.8,2.3,0.077,-0.6,-0.4,-1.1,0.4
Nazr Mohammed,21,C,PHI,26,0.0,121,4.5,12.5,0.35700000000000004,0.0,0.0,,4.5,12.5,0.35700000000000004,3.6,6.2,0.5710000000000001,5.4,5.7,11.0,0.6,1.5,1.2,3.6,6.5,12.5,10.0,0.41,0.0,0.5,17.0,18.6,17.8,3.0,2.2,2.6,19.0,23.7,-0.2,0.2,0.0,0.013000000000000001,-5.8,-1.7,-7.5,-0.2
